Step,Regimes,Controls
audit_rules_privileged_commands,"[NIST 800-53,CUI,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6,VMMSRG]","[IR-5,IR-5 (1),3.1.7,40,2234,MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO08.04,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,4.3.4.5.9,4.3.4.5.5,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 3.9,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.16.1.1,A.16.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.2,A.16.1.5,A.6.1.3,audit_rules_privileged_commands,5.4.1.1,030360,SRG-OS-000020,000198,AC-3(10),PR.AC-4,PR.AC-6,PR.PT-3,SRG-OS-000471-VMM-001910]"
audit_rules_usergroup_modification_passwd,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,18,1403,1404,1405,1683,1684,1685,1686,2130,2132,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,DSS06.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.14.1.3,A.7.1.1,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_usergroup_modification_passwd,5.4.1.1,FAU_GEN.1.1.c,030870,SRG-OS-000276-VMM-000980,SRG-OS-000275-VMM-000970,SRG-OS-000274-VMM-000960,SRG-OS-000241-VMM-000830,SRG-OS-000240-VMM-000820,SRG-OS-000239-VMM-000810,SRG-OS-000004-VMM-000040,SRG-OS-000277-VMM-000990,SRG-OS-000303-VMM-001090,SRG-OS-000304-VMM-001100,SRG-OS-000476-VMM-001960]"
audit_rules_usergroup_modification_opasswd,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,18,1403,1404,1405,1683,1684,1685,1686,2130,2132,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,DSS06.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.14.1.3,A.7.1.1,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_usergroup_modification_opasswd,5.4.1.1,FAU_GEN.1.1.c,030874,SRG-OS-000276-VMM-000980,SRG-OS-000275-VMM-000970,SRG-OS-000274-VMM-000960,SRG-OS-000241-VMM-000830,SRG-OS-000240-VMM-000820,SRG-OS-000239-VMM-000810,SRG-OS-000004-VMM-000040,SRG-OS-000277-VMM-000990,SRG-OS-000303-VMM-001090,SRG-OS-000304-VMM-001100,SRG-OS-000476-VMM-001960]"
audit_rules_usergroup_modification_group,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,18,1403,1404,1405,1683,1684,1685,1686,2130,2132,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,DSS06.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.14.1.3,A.7.1.1,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_usergroup_modification_group,5.4.1.1,FAU_GEN.1.1.c,030871,SRG-OS-000276-VMM-000980,SRG-OS-000275-VMM-000970,SRG-OS-000274-VMM-000960,SRG-OS-000241-VMM-000830,SRG-OS-000240-VMM-000820,SRG-OS-000239-VMM-000810,SRG-OS-000004-VMM-000040,SRG-OS-000277-VMM-000990,SRG-OS-000303-VMM-001090,SRG-OS-000304-VMM-001100,SRG-OS-000476-VMM-001960]"
audit_rules_dac_modification_fchmod,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6,VMMSRG]","[IR-5,IR-5 (1),3.1.7,126,172,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_dac_modification_fchmod,5.4.1.1,FAU_GEN.1.1.c,030420,SRG-OS-000064,000186,AC-3(10),PR.AC-4,PR.AC-6,PR.PT-3,SRG-OS-000458-VMM-001810,SRG-OS-000474-VMM-001940]"
audit_rules_unsuccessful_file_modification_open_by_handle_at,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_open_by_handle_at,FAU_GEN.1.1.c,030530,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_unsuccessful_file_modification_open,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_open,FAU_GEN.1.1.c,030510,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_unsuccessful_file_modification_ftruncate,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_ftruncate,FAU_GEN.1.1.c,030550,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_unsuccessful_file_modification_openat,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_openat,FAU_GEN.1.1.c,030520,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_unsuccessful_file_modification_creat,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_creat,FAU_GEN.1.1.c,030500,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_unsuccessful_file_modification_truncate,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_unsuccessful_file_modification_truncate,FAU_GEN.1.1.c,030540,SRG-OS-000461-VMM-001830,SRG-OS-000458-VMM-001810]"
audit_rules_kernel_module_loading_init,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_kernel_module_loading_init,FAU_GEN.1.1.c,030820,SRG-OS-000477-VMM-001970]"
audit_rules_kernel_module_loading_finit,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_kernel_module_loading_finit,FAU_GEN.1.1.c,030821,SRG-OS-000477-VMM-001970]"
audit_rules_kernel_module_loading_delete,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_kernel_module_loading_delete,FAU_GEN.1.1.c,030830,SRG-OS-000477-VMM-001970]"
