Function	Category	Subcategory	Informative References
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-3: Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities 	ISA 62443-2-1:2009 4.3.2.4.2
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-3: Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities 	ISO/IEC 27001:2013 A.6.1.1, A.7.2.1, A.7.2.2
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-3: Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities 	NIST SP 800-53 Rev. 4 PS-7, SA-9, SA-16
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-3: Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities 	PCI DSS v3.2 2.6 (and Appendix A1 for hosting providers), 12.8, 12.9
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	CIS CSC 17, 19
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	COBIT 5 EDM01.01, APO01.02, APO07.03
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	ISA 62443-2-1:2009 4.3.2.4.2
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	ISO/IEC 27001:2013 A.6.1.1, A.7.2.2 
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	NIST SP 800-53 Rev. 4 AT-3, PM-13
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-4: Senior executives understand their roles and responsibilities 	PCI DSS v3.2 12.5
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	CIS CSC 17
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	COBIT 5 APO07.03
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	ISA 62443-2-1:2009 4.3.2.4.2
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	ISO/IEC 27001:2013 A.6.1.1, A.7.2.2 
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	NIST SP 800-53 Rev. 4 AT-3, IR-2, PM-13
PROTECT (PR)	Awareness and Training (PR.AT): The organization’s personnel and partners are provided cybersecurity awareness education and are trained to perform their cybersecurity-related duties and responsibilities consistent with related policies, procedures, and agreements.	PR.AT-5: Physical and cybersecurity personnel understand their roles and responsibilities 	PCI DSS v3.2 12.5
PROTECT (PR)	Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.	PR.DS-1: Data-at-rest is protected	CIS CSC 13, 14
PROTECT (PR)	Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.	PR.DS-1: Data-at-rest is protected	COBIT 5 APO01.06, BAI02.01, BAI06.01, DSS04.07, DSS05.03, DSS06.06
PROTECT (PR)	Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.	PR.DS-1: Data-at-rest is protected	ISA 62443-3-3:2013 SR 3.4, SR 4.1
PROTECT (PR)	Data Security (PR.DS): Information and records (data) are managed consistent with the organization’s risk strategy to protect the confidentiality, integrity, and availability of information.	PR.DS-1: Data-at-rest is protected	ISO/IEC 27001:2013 A.8.2.3
